Inicio de registro: 2025-08-07 17:30:00
2025-08-07,19:14:30, Unidad: C°,S1: 20.38, S2: 20.00, S3: 20.25, S4: 20.25, S5: 24.50, S6: 18.94, S7: 19.06, S8: 19.38, S9: 19.31, S10: 19.00, S11: 19.06, S12: 19.75, S13: 20.13, S14: 20.25, S15: 20.25, S16: 19.94, S17: 20.00, S18: 19.81, S19: 20.06, S20: 20.00.
2025-08-08,03:26:22, Unidad: C°,S1: 18.06, S2: 17.81, S3: 17.81, S4: 18.06, S5: 22.38, S6: 17.81, S7: 17.94, S8: 18.06, S9: 18.00, S10: 17.81, S11: 17.88, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.75.
2025-08-08,03:26:31, Unidad: C°,S1: 18.00, S2: 17.88, S3: 17.81, S4: 18.13, S5: 22.38, S6: 17.81, S7: 17.94, S8: 18.06, S9: 18.00, S10: 17.75, S11: 17.88, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.69, S18: 17.69, S19: 17.81, S20: 17.75.
2025-08-08,03:26:40, Unidad: C°,S1: 18.06, S2: 17.81, S3: 17.81, S4: 18.06, S5: 22.38, S6: 17.81, S7: 17.88, S8: 18.06, S9: 18.06, S10: 17.81, S11: 17.94, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.75.
2025-08-08,03:26:50, Unidad: C°,S1: 18.06, S2: 17.81, S3: 17.81, S4: 18.06, S5: 22.38, S6: 17.81, S7: 17.88, S8: 18.06, S9: 18.06, S10: 17.75, S11: 17.94, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.75.
2025-08-08,03:26:59, Unidad: C°,S1: 18.00, S2: 17.81, S3: 17.81, S4: 18.06, S5: 22.38, S6: 17.81, S7: 17.88, S8: 18.06, S9: 18.06, S10: 17.81, S11: 17.88, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.75.
2025-08-08,03:27:08, Unidad: C°,S1: 18.00, S2: 17.81, S3: 17.75, S4: 18.06, S5: 22.38, S6: 17.81, S7: 17.88, S8: 18.06, S9: 18.06, S10: 17.81, S11: 17.94, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:27:17, Unidad: C°,S1: 18.00, S2: 17.81, S3: 17.81, S4: 18.06, S5: 22.38, S6: 17.81, S7: 17.94, S8: 18.06, S9: 18.06, S10: 17.75, S11: 17.94, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.69, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:27:26, Unidad: C°,S1: 18.00, S2: 17.81, S3: 17.75, S4: 18.06, S5: 22.38, S6: 17.81, S7: 17.94, S8: 18.06, S9: 18.13, S10: 17.81, S11: 17.94, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:27:36, Unidad: C°,S1: 17.94, S2: 17.81, S3: 17.81, S4: 18.00, S5: 22.44, S6: 17.81, S7: 17.94, S8: 18.06, S9: 18.06, S10: 17.75, S11: 17.88, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.75.
2025-08-08,03:27:45, Unidad: C°,S1: 18.06, S2: 17.88, S3: 17.81, S4: 18.06, S5: 22.38, S6: 17.81, S7: 17.94, S8: 18.06, S9: 18.06, S10: 17.81, S11: 17.94, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.75.
2025-08-08,03:27:54, Unidad: C°,S1: 18.00, S2: 17.81, S3: 17.75, S4: 18.13, S5: 22.44, S6: 17.81, S7: 17.94, S8: 18.06, S9: 18.06, S10: 17.81, S11: 17.81, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.75.
2025-08-08,03:28:03, Unidad: C°,S1: 18.06, S2: 17.81, S3: 17.81, S4: 18.06, S5: 22.44, S6: 17.81, S7: 17.94, S8: 18.06, S9: 18.06, S10: 17.81, S11: 17.88, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.75.
2025-08-08,03:28:12, Unidad: C°,S1: 17.94, S2: 17.81, S3: 17.81, S4: 18.13, S5: 22.44, S6: 17.75, S7: 17.94, S8: 18.06, S9: 18.13, S10: 17.81, S11: 18.00, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:28:21, Unidad: C°,S1: 17.94, S2: 17.81, S3: 17.81, S4: 18.06, S5: 22.44, S6: 17.81, S7: 17.94, S8: 18.06, S9: 18.06, S10: 17.88, S11: 18.00, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.75.
2025-08-08,03:28:31, Unidad: C°,S1: 17.94, S2: 17.88, S3: 17.81, S4: 18.06, S5: 22.38, S6: 17.81, S7: 17.94, S8: 18.06, S9: 18.06, S10: 17.81, S11: 17.94, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:28:40, Unidad: C°,S1: 18.00, S2: 17.81, S3: 17.75, S4: 18.13, S5: 22.44, S6: 17.81, S7: 17.94, S8: 18.06, S9: 18.06, S10: 17.81, S11: 17.94, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.69, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:28:49, Unidad: C°,S1: 18.00, S2: 17.81, S3: 17.81, S4: 18.06, S5: 22.44, S6: 17.88, S7: 17.88, S8: 18.00, S9: 18.06, S10: 17.81, S11: 17.88, S12: 17.50, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.75.
2025-08-08,03:28:58, Unidad: C°,S1: 18.00, S2: 17.88, S3: 17.75, S4: 18.06, S5: 22.44, S6: 17.81, S7: 17.88, S8: 18.06, S9: 18.06, S10: 17.81, S11: 17.94, S12: 17.50, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.75.
2025-08-08,03:29:07, Unidad: C°,S1: 18.06, S2: 17.81, S3: 17.75, S4: 18.06, S5: 22.38, S6: 17.81, S7: 17.94, S8: 18.13, S9: 18.06, S10: 17.75, S11: 18.00, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:29:17, Unidad: C°,S1: 18.06, S2: 17.81, S3: 17.81, S4: 18.06, S5: 22.38, S6: 17.81, S7: 17.94, S8: 18.00, S9: 18.06, S10: 17.75, S11: 17.94, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.69, S18: 17.69, S19: 17.81, S20: 17.75.
2025-08-08,03:29:26, Unidad: C°,S1: 18.06, S2: 17.81, S3: 17.81, S4: 18.06, S5: 22.44, S6: 17.75, S7: 17.94, S8: 18.06, S9: 18.06, S10: 17.88, S11: 17.94, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:29:35, Unidad: C°,S1: 18.00, S2: 17.88, S3: 17.81, S4: 18.06, S5: 22.38, S6: 17.81, S7: 17.94, S8: 18.06, S9: 18.06, S10: 17.81, S11: 17.88, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:29:44, Unidad: C°,S1: 18.00, S2: 17.88, S3: 17.81, S4: 18.06, S5: 22.44, S6: 17.75, S7: 17.88, S8: 18.06, S9: 18.13, S10: 17.81, S11: 17.94, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.75, S20: 17.75.
2025-08-08,03:29:53, Unidad: C°,S1: 18.06, S2: 17.88, S3: 17.81, S4: 18.06, S5: 22.38, S6: 17.75, S7: 17.94, S8: 18.06, S9: 18.06, S10: 17.81, S11: 18.00, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.75.
2025-08-08,03:30:03, Unidad: C°,S1: 17.94, S2: 17.88, S3: 17.81, S4: 18.06, S5: 22.38, S6: 17.81, S7: 17.94, S8: 18.06, S9: 18.06, S10: 17.81, S11: 17.94, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:30:12, Unidad: C°,S1: 18.00, S2: 17.81, S3: 17.81, S4: 18.06, S5: 22.38, S6: 17.75, S7: 17.94, S8: 18.06, S9: 18.13, S10: 17.81, S11: 18.00, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:30:21, Unidad: C°,S1: 18.06, S2: 17.81, S3: 17.81, S4: 18.06, S5: 22.44, S6: 17.81, S7: 17.94, S8: 18.06, S9: 18.06, S10: 17.81, S11: 17.94, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:30:30, Unidad: C°,S1: 17.94, S2: 17.75, S3: 17.81, S4: 18.06, S5: 22.38, S6: 17.81, S7: 17.94, S8: 18.06, S9: 18.06, S10: 17.81, S11: 17.88, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:30:39, Unidad: C°,S1: 18.06, S2: 17.81, S3: 17.75, S4: 18.06, S5: 22.44, S6: 17.81, S7: 17.94, S8: 18.06, S9: 18.00, S10: 17.81, S11: 18.00, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.75.
2025-08-08,03:30:48, Unidad: C°,S1: 18.00, S2: 17.88, S3: 17.75, S4: 18.06, S5: 22.44, S6: 17.81, S7: 17.94, S8: 18.06, S9: 18.06, S10: 17.81, S11: 17.94, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.75.
2025-08-08,03:30:58, Unidad: C°,S1: 17.94, S2: 17.81, S3: 17.81, S4: 18.06, S5: 22.44, S6: 17.75, S7: 17.94, S8: 18.06, S9: 18.06, S10: 17.81, S11: 18.00, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.75, S20: 17.69.
2025-08-08,03:31:07, Unidad: C°,S1: 18.00, S2: 17.81, S3: 17.81, S4: 18.06, S5: 22.38, S6: 17.75, S7: 18.00, S8: 18.00, S9: 18.13, S10: 17.81, S11: 18.00, S12: 17.50, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.75.
2025-08-08,03:31:16, Unidad: C°,S1: 17.94, S2: 17.81, S3: 17.75, S4: 18.06, S5: 22.38, S6: 17.81, S7: 17.94, S8: 18.13, S9: 18.00, S10: 17.81, S11: 17.94, S12: 17.50, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:31:25, Unidad: C°,S1: 18.00, S2: 17.81, S3: 17.75, S4: 18.13, S5: 22.44, S6: 17.75, S7: 17.94, S8: 18.06, S9: 18.13, S10: 17.81, S11: 18.00, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.69, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:31:34, Unidad: C°,S1: 18.00, S2: 17.75, S3: 17.81, S4: 18.06, S5: 22.44, S6: 17.75, S7: 17.94, S8: 18.06, S9: 18.06, S10: 17.81, S11: 17.81, S12: 17.50, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.69, S18: 17.69, S19: 17.81, S20: 17.75.
2025-08-08,03:31:44, Unidad: C°,S1: 17.94, S2: 17.81, S3: 17.81, S4: 18.00, S5: 22.38, S6: 17.81, S7: 17.94, S8: 18.06, S9: 18.00, S10: 17.81, S11: 17.94, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:31:53, Unidad: C°,S1: 18.00, S2: 17.81, S3: 17.81, S4: 18.00, S5: 22.38, S6: 17.81, S7: 17.94, S8: 18.06, S9: 18.06, S10: 17.81, S11: 17.88, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:32:02, Unidad: C°,S1: 18.00, S2: 17.81, S3: 17.75, S4: 18.06, S5: 22.38, S6: 17.81, S7: 17.94, S8: 18.06, S9: 18.06, S10: 17.81, S11: 17.94, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:32:11, Unidad: C°,S1: 17.94, S2: 17.81, S3: 17.81, S4: 18.06, S5: 22.44, S6: 17.81, S7: 17.94, S8: 18.13, S9: 18.06, S10: 17.81, S11: 17.88, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.69, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:32:20, Unidad: C°,S1: 18.00, S2: 17.75, S3: 17.81, S4: 18.06, S5: 22.44, S6: 17.81, S7: 17.94, S8: 18.06, S9: 18.06, S10: 17.81, S11: 17.88, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:32:29, Unidad: C°,S1: 18.00, S2: 17.88, S3: 17.81, S4: 18.06, S5: 22.38, S6: 17.75, S7: 17.94, S8: 18.13, S9: 18.06, S10: 17.81, S11: 17.88, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.75.
2025-08-08,03:32:39, Unidad: C°,S1: 17.94, S2: 17.81, S3: 17.75, S4: 18.06, S5: 22.38, S6: 17.81, S7: 17.94, S8: 18.06, S9: 18.06, S10: 17.81, S11: 18.00, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:32:48, Unidad: C°,S1: 18.00, S2: 17.81, S3: 17.81, S4: 18.06, S5: 22.44, S6: 17.81, S7: 17.94, S8: 18.06, S9: 18.06, S10: 17.81, S11: 18.00, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:32:57, Unidad: C°,S1: 18.00, S2: 17.81, S3: 17.81, S4: 18.06, S5: 22.38, S6: 17.81, S7: 17.94, S8: 18.06, S9: 18.00, S10: 17.75, S11: 17.94, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:33:06, Unidad: C°,S1: 17.94, S2: 17.75, S3: 17.81, S4: 18.06, S5: 22.38, S6: 17.81, S7: 17.94, S8: 18.06, S9: 18.06, S10: 17.81, S11: 18.00, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:33:15, Unidad: C°,S1: 17.94, S2: 17.81, S3: 17.81, S4: 18.06, S5: 22.38, S6: 17.81, S7: 17.94, S8: 18.00, S9: 18.13, S10: 17.75, S11: 17.88, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.69, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:33:25, Unidad: C°,S1: 18.00, S2: 17.88, S3: 17.81, S4: 18.06, S5: 22.38, S6: 17.81, S7: 17.94, S8: 18.06, S9: 18.13, S10: 17.81, S11: 17.94, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.69, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:33:34, Unidad: C°,S1: 17.94, S2: 17.81, S3: 17.75, S4: 18.06, S5: 22.38, S6: 17.81, S7: 17.94, S8: 18.06, S9: 18.13, S10: 17.81, S11: 18.00, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:33:43, Unidad: C°,S1: 18.00, S2: 17.81, S3: 17.81, S4: 18.06, S5: 22.38, S6: 17.81, S7: 17.94, S8: 18.06, S9: 18.06, S10: 17.81, S11: 17.75, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:33:52, Unidad: C°,S1: 18.00, S2: 17.81, S3: 17.81, S4: 18.06, S5: 22.38, S6: 17.75, S7: 17.94, S8: 18.06, S9: 18.13, S10: 17.81, S11: 17.88, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:34:01, Unidad: C°,S1: 18.00, S2: 17.88, S3: 17.75, S4: 18.06, S5: 22.38, S6: 17.81, S7: 17.94, S8: 18.00, S9: 18.06, S10: 17.81, S11: 17.94, S12: 17.50, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.69, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:34:11, Unidad: C°,S1: 18.00, S2: 17.81, S3: 17.81, S4: 18.06, S5: 22.44, S6: 17.81, S7: 18.00, S8: 18.06, S9: 18.13, S10: 17.81, S11: 18.00, S12: 17.50, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.69, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:34:20, Unidad: C°,S1: 18.00, S2: 17.81, S3: 17.81, S4: 18.06, S5: 22.44, S6: 17.75, S7: 17.94, S8: 17.94, S9: 18.06, S10: 17.81, S11: 17.81, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:34:29, Unidad: C°,S1: 18.00, S2: 17.81, S3: 17.81, S4: 18.00, S5: 22.38, S6: 17.81, S7: 17.94, S8: 18.06, S9: 18.06, S10: 17.81, S11: 17.88, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:34:38, Unidad: C°,S1: 18.00, S2: 17.81, S3: 17.75, S4: 18.00, S5: 22.38, S6: 17.81, S7: 18.00, S8: 18.06, S9: 18.13, S10: 17.81, S11: 17.88, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:34:47, Unidad: C°,S1: 18.06, S2: 17.88, S3: 17.75, S4: 18.00, S5: 22.38, S6: 17.75, S7: 17.94, S8: 18.06, S9: 18.13, S10: 17.81, S11: 17.94, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:34:56, Unidad: C°,S1: 18.00, S2: 17.81, S3: 17.81, S4: 18.06, S5: 22.44, S6: 17.75, S7: 17.94, S8: 18.06, S9: 18.06, S10: 17.81, S11: 17.75, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.75.
2025-08-08,03:35:06, Unidad: C°,S1: 18.00, S2: 17.81, S3: 17.75, S4: 18.06, S5: 22.38, S6: 17.75, S7: 17.94, S8: 18.06, S9: 18.06, S10: 17.81, S11: 18.00, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.69, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:35:15, Unidad: C°,S1: 18.06, S2: 17.81, S3: 17.81, S4: 18.06, S5: 22.38, S6: 17.81, S7: 17.94, S8: 18.06, S9: 18.06, S10: 17.81, S11: 17.94, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.75, S18: 17.69, S19: 17.81, S20: 17.75.
2025-08-08,03:35:24, Unidad: C°,S1: 18.00, S2: 17.88, S3: 17.75, S4: 18.06, S5: 22.44, S6: 17.75, S7: 17.88, S8: 18.06, S9: 18.00, S10: 17.88, S11: 17.75, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.69, S18: 17.69, S19: 17.81, S20: 17.75.
2025-08-08,03:35:33, Unidad: C°,S1: 17.94, S2: 17.81, S3: 17.81, S4: 18.06, S5: 22.38, S6: 17.81, S7: 18.00, S8: 18.00, S9: 18.06, S10: 17.75, S11: 17.94, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.69, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:35:42, Unidad: C°,S1: 18.00, S2: 17.88, S3: 17.75, S4: 18.06, S5: 22.44, S6: 17.75, S7: 17.94, S8: 18.06, S9: 18.00, S10: 17.81, S11: 17.88, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.69, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:35:52, Unidad: C°,S1: 17.94, S2: 17.88, S3: 17.75, S4: 18.00, S5: 22.38, S6: 17.81, S7: 17.94, S8: 18.06, S9: 18.13, S10: 17.81, S11: 17.94, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.69, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:36:01, Unidad: C°,S1: 17.94, S2: 17.81, S3: 17.81, S4: 18.06, S5: 22.38, S6: 17.75, S7: 18.00, S8: 18.06, S9: 18.06, S10: 17.81, S11: 17.94, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.69, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:36:10, Unidad: C°,S1: 18.00, S2: 17.81, S3: 17.81, S4: 18.06, S5: 22.38, S6: 17.75, S7: 17.94, S8: 18.06, S9: 18.00, S10: 17.81, S11: 17.88, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.69, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:36:19, Unidad: C°,S1: 18.06, S2: 17.81, S3: 17.75, S4: 18.06, S5: 22.38, S6: 17.75, S7: 17.94, S8: 18.06, S9: 18.06, S10: 17.75, S11: 17.94, S12: 17.50, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.69, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:36:28, Unidad: C°,S1: 18.06, S2: 17.81, S3: 17.81, S4: 18.06, S5: 22.44, S6: 17.75, S7: 17.94, S8: 18.06, S9: 18.06, S10: 17.81, S11: 18.00, S12: 17.50, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.69, S18: 17.69, S19: 17.75, S20: 17.69.
2025-08-08,03:36:38, Unidad: C°,S1: 18.00, S2: 17.81, S3: 17.81, S4: 18.06, S5: 22.38, S6: 17.81, S7: 17.94, S8: 18.06, S9: 18.06, S10: 17.81, S11: 17.81, S12: 17.50, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.69, S18: 17.69, S19: 17.81, S20: 17.75.
2025-08-08,03:36:47, Unidad: C°,S1: 18.00, S2: 17.81, S3: 17.75, S4: 18.06, S5: 22.44, S6: 17.75, S7: 17.94, S8: 18.06, S9: 18.06, S10: 17.81, S11: 18.00, S12: 17.50, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.69, S18: 17.69, S19: 17.75, S20: 17.69.
2025-08-08,03:36:56, Unidad: C°,S1: 18.00, S2: 17.81, S3: 17.75, S4: 18.06, S5: 22.38, S6: 17.81, S7: 17.94, S8: 18.06, S9: 18.06, S10: 17.81, S11: 17.81, S12: 17.50, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.69, S18: 17.69, S19: 17.75, S20: 17.69.
2025-08-08,03:37:05, Unidad: C°,S1: 17.94, S2: 17.81, S3: 17.81, S4: 18.06, S5: 22.44, S6: 17.75, S7: 17.94, S8: 18.06, S9: 18.00, S10: 17.81, S11: 17.88, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.69, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:37:14, Unidad: C°,S1: 18.00, S2: 17.81, S3: 17.75, S4: 18.06, S5: 22.38, S6: 17.81, S7: 17.94, S8: 18.00, S9: 18.06, S10: 17.81, S11: 18.00, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.69, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:37:23, Unidad: C°,S1: 18.00, S2: 17.75, S3: 17.81, S4: 18.06, S5: 22.44, S6: 17.81, S7: 17.94, S8: 18.06, S9: 18.06, S10: 17.81, S11: 17.88, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.69, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:37:33, Unidad: C°,S1: 17.94, S2: 17.81, S3: 17.81, S4: 18.06, S5: 22.38, S6: 17.75, S7: 17.94, S8: 18.06, S9: 18.06, S10: 17.81, S11: 17.94, S12: 17.50, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.69, S18: 17.69, S19: 17.81, S20: 17.69.
2025-08-08,03:37:42, Unidad: C°,S1: 18.00, S2: 17.81, S3: 17.81, S4: 18.06, S5: 22.38, S6: 17.81, S7: 17.94, S8: 18.06, S9: 18.00, S10: 17.81, S11: 17.94, S12: 17.56, S13: 17.81, S14: 17.75, S15: 17.88, S16: 17.75, S17: 17.69, S18: 17.69, S19: 17.81, S20: 17.69.
